customer_id,order_id,customer_segment,location_type,product_category,payment_method,payment_status,shipping_method,actual_delivery_days,delivery_status,customer_review_score,product_returned,fraud_flag,total_order_value_usd
CUST-D4483659,ORD-7741D13E,Standard,Suburban,Electronics,Bank Transfer,Success,Standard,3.4,On Time,5,Yes,No,1042.91
CUST-5844CAC7,ORD-77420D57,Standard,Suburban,Groceries,Credit Card,Success,Standard,3.2,On Time,5,No,No,74.5
CUST-FFD1C872,ORD-77489FAB,Premium,Suburban,Clothing,Digital Wallet,Success,Express,1.0,On Time,5,No,No,447.99
CUST-83A1F652,ORD-774A133A,Standard,Urban,Clothing,Digital Wallet,Success,Standard,8.4,Late,3,No,No,262.63
CUST-36426FD6,ORD-774AA026,Premium,Urban,Home,Credit Card,Success,Standard,3.5,On Time,5,No,No,188.13
CUST-54520DC2,ORD-774AE80B,Standard,Urban,Home,Credit Card,Success,Standard,3.8,On Time,5,No,No,457.84
CUST-4236B043,ORD-774BD657,Standard,Rural,Home,Digital Wallet,Success,Standard,4.5,On Time,4,No,No,852.14
CUST-66C9431A,ORD-774C18A8,Standard,Urban,Clothing,Digital Wallet,Success,Standard,3.2,On Time,5,No,No,230.25
CUST-A8B78BD5,ORD-775802E5,Standard,Urban,Clothing,Digital Wallet,Success,Standard,9.8,Late,2,No,No,204.09
CUST-2A43B1B3,ORD-7760F86B,Standard,Urban,Home,Credit Card,Success,Standard,3.7,On Time,4,No,No,897.96
CUST-A159DE85,ORD-7762E981,Standard,Rural,Groceries,Digital Wallet,Success,Standard,4.6,Late,4,No,No,21.16
CUST-74FBCE37,ORD-7766E984,Standard,Urban,Toys,Digital Wallet,Success,Standard,4.6,Late,4,No,No,147.19
CUST-147661EB,ORD-7767F039,Standard,Urban,Clothing,Bank Transfer,Success,Standard,4.8,Late,5,No,No,63.84
CUST-7EE69245,ORD-776951C2,Premium,Urban,Toys,Digital Wallet,Success,Same-Day,1.0,On Time,5,No,No,367.8
CUST-ECF232B9,ORD-7769F946,Premium,Urban,Groceries,Credit Card,Success,Standard,2.7,On Time,4,Yes,No,175.31
CUST-543ACA4C,ORD-776B7648,Standard,Rural,Electronics,Digital Wallet,Success,Standard,5.4,Late,4,Yes,No,1305.13
CUST-DEAE6E35,ORD-776E90A2,Standard,Urban,Groceries,Digital Wallet,Success,Standard,4.0,On Time,4,No,No,438.76
CUST-249F362D,ORD-7770061B,Standard,Urban,Toys,Digital Wallet,Success,Standard,2.5,On Time,5,No,No,100.04
CUST-E4F5668C,ORD-777184F2,Standard,Urban,Groceries,Credit Card,Success,Standard,3.1,On Time,5,No,No,97.25
CUST-ACC76EFA,ORD-77744678,Standard,Urban,Groceries,Digital Wallet,Success,Standard,4.6,Late,4,No,No,224.17
CUST-3B429E88,ORD-777901D4,Standard,Suburban,Groceries,Bank Transfer,Success,Standard,2.1,On Time,4,No,No,121.76
CUST-C5C3BA56,ORD-777E0CBC,VIP,Suburban,Clothing,Bank Transfer,Success,Express,2.8,On Time,5,No,No,73.36
CUST-2468AD69,ORD-77808B3D,Standard,Rural,Groceries,Bank Transfer,Success,Standard,5.4,Late,4,Yes,No,107.29
CUST-E45BE468,ORD-7781FA4A,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,2.8,On Time,4,No,No,236.43
CUST-3ABA069D,ORD-77835BFD,Standard,Urban,Clothing,Digital Wallet,Success,Standard,5.7,Late,4,Yes,No,598.61
CUST-D90B63F7,ORD-7784E6F2,Standard,Rural,Clothing,Digital Wallet,Success,Standard,3.7,On Time,5,No,No,61.7
CUST-B43951FA,ORD-778559A6,Premium,Rural,Home,Credit Card,Success,Standard,8.7,Late,2,No,No,441.67
CUST-3B6ACFC3,ORD-778A59F4,Standard,Urban,Groceries,Digital Wallet,Success,Standard,2.7,On Time,5,No,No,198.6
CUST-0EEE36F7,ORD-778A906B,Standard,Urban,Home,Credit Card,Success,Standard,3.3,On Time,5,No,Yes,1421.55
CUST-5A88F44B,ORD-778CC452,Premium,Urban,Clothing,Credit Card,Success,Express,2.6,On Time,5,No,No,589.53
CUST-B64A71EB,ORD-778D02B0,Standard,Rural,Clothing,Credit Card,Success,Standard,6.6,Late,4,No,No,452.15
CUST-223E4D77,ORD-7791989C,Standard,Urban,Clothing,Digital Wallet,Success,Standard,4.7,Late,5,Yes,No,94.93
CUST-E6A86852,ORD-77939771,Standard,Rural,Home,Digital Wallet,Success,Standard,3.1,On Time,5,No,No,159.08
CUST-4084C6DE,ORD-7793EA72,Standard,Urban,Toys,Credit Card,Success,Standard,3.5,On Time,4,No,No,63.67
CUST-0BAAB5DD,ORD-77982409,Standard,Rural,Groceries,Credit Card,Success,Standard,5.0,Late,4,No,No,126.31
CUST-5A55C6C8,ORD-779BBE12,Standard,Rural,Groceries,Digital Wallet,Success,Standard,5.5,Late,4,No,No,197.21
CUST-4482D3DC,ORD-779BF9EF,Standard,Urban,Groceries,Credit Card,Success,Standard,3.7,On Time,5,No,No,28.11
CUST-35CC4348,ORD-779BFFE9,Standard,Rural,Home,Digital Wallet,Success,Standard,4.9,Late,4,No,No,128.98
CUST-3FD756F7,ORD-779FBE15,Standard,Urban,Clothing,Digital Wallet,Success,Standard,6.8,Late,3,No,No,123.79
CUST-8BFC9A64,ORD-779FFE3D,Premium,Urban,Clothing,Credit Card,Success,Standard,8.9,Late,3,No,No,229.27
CUST-68AC7F7D,ORD-77A31CA6,Standard,Rural,Clothing,Digital Wallet,Success,Standard,6.0,Late,4,No,No,227.01
CUST-FF4F45B3,ORD-77A4667E,Standard,Urban,Home,Credit Card,Success,Standard,2.6,On Time,5,No,No,225.41
CUST-0696FF63,ORD-77A697A0,Standard,Urban,Clothing,Credit Card,Success,Standard,6.8,Late,5,No,No,45.78
CUST-5684BFC5,ORD-77A76AAD,Standard,Suburban,Toys,Credit Card,Success,Standard,4.9,Late,4,No,No,295.26
CUST-F0CA6F53,ORD-77AA02E8,Standard,Urban,Electronics,Digital Wallet,Success,Standard,5.4,Late,4,No,No,1016.48
CUST-5854A56C,ORD-77AAE4BA,Standard,Urban,Groceries,Credit Card,Success,Standard,1.3,On Time,5,No,No,110.49
CUST-60C8C8AE,ORD-77ADBA44,Premium,Suburban,Clothing,Credit Card,Success,Express,2.1,On Time,4,No,No,225.76
CUST-1131BC0F,ORD-77ADBF37,VIP,Suburban,Electronics,Digital Wallet,Success,Express,8.3,Late,3,No,No,1749.3
CUST-E9D0BD39,ORD-77AFD9AB,Premium,Urban,Electronics,Credit Card,Success,Express,2.1,On Time,5,No,Yes,2468.56
CUST-6FB6414D,ORD-77B3FC39,Standard,Suburban,Groceries,Digital Wallet,Success,Standard,1.9,On Time,5,No,No,195.33
CUST-FC63D8B6,ORD-77B42D98,Standard,Urban,Groceries,Credit Card,Failed,Standard,3.7,Cancelled,4,No,No,339.25
CUST-65B48855,ORD-77B677F4,Standard,Urban,Clothing,Credit Card,Success,Standard,4.6,Late,4,No,No,266.27
CUST-38DF9767,ORD-77B6A2DC,Standard,Urban,Electronics,Digital Wallet,Success,Standard,3.2,On Time,5,No,No,1887.85
CUST-305557DE,ORD-77BB02E2,Standard,Urban,Home,Credit Card,Success,Standard,5.8,Late,5,No,No,673.86
CUST-A555561B,ORD-77BBB43F,VIP,Suburban,Toys,Credit Card,Success,Express,1.4,On Time,4,No,No,290.15
CUST-2619441B,ORD-77BD176D,Standard,Urban,Home,Credit Card,Success,Standard,3.6,On Time,4,No,No,215.67
CUST-C76CF869,ORD-77BEB767,Standard,Suburban,Home,Bank Transfer,Success,Standard,3.2,On Time,4,No,No,148.73
CUST-23FA01E0,ORD-77C1CE61,Standard,Suburban,Clothing,Credit Card,Success,Standard,4.9,Late,4,No,No,148.24
CUST-A51EADAC,ORD-77C2554F,Standard,Suburban,Clothing,Digital Wallet,Success,Standard,2.8,On Time,5,No,No,52.57
CUST-CCF4E966,ORD-77C439D4,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,2.1,On Time,5,Yes,No,1504.17
CUST-7ABA1F7A,ORD-77C464BD,Standard,Suburban,Clothing,Credit Card,Success,Standard,3.2,On Time,4,No,No,56.23
CUST-CF2B6988,ORD-77C7FC11,VIP,Urban,Clothing,Credit Card,Success,Express,4.9,Late,4,No,No,122.17
CUST-080A5706,ORD-77C87A87,Standard,Urban,Groceries,Digital Wallet,Success,Standard,5.1,Late,4,No,No,18.08
CUST-C14ABEAF,ORD-77CB2EC8,Standard,Suburban,Home,Credit Card,Success,Standard,6.9,Late,3,No,No,473.52
CUST-FB765AC0,ORD-77CD5E29,Standard,Urban,Toys,Credit Card,Success,Standard,5.2,Late,4,Yes,No,134.97
CUST-0A118055,ORD-77CDABF5,VIP,Urban,Clothing,Credit Card,Failed,Express,1.2,Cancelled,5,No,No,155.34
CUST-18E6F1EA,ORD-77D03579,Standard,Rural,Electronics,Credit Card,Success,Standard,9.0,Late,3,Yes,No,1189.85
CUST-8750D651,ORD-77D32E06,Premium,Suburban,Electronics,Digital Wallet,Success,Express,3.3,On Time,5,No,No,640.81
CUST-4BFE1155,ORD-77D6B51F,Standard,Rural,Groceries,Digital Wallet,Success,Standard,6.7,Late,4,Yes,No,38.26
CUST-6256609C,ORD-77D79193,Premium,Urban,Home,Credit Card,Success,Standard,4.9,Late,4,No,No,148.09
CUST-09888D47,ORD-77D8A79A,Premium,Urban,Clothing,Digital Wallet,Success,Express,3.3,On Time,5,Yes,No,256.26
CUST-9AF6AA1C,ORD-77DA6505,Standard,Urban,Clothing,Digital Wallet,Failed,Standard,5.1,Cancelled,4,No,No,319.39
CUST-3CD6EE93,ORD-77DB7A8E,Standard,Rural,Toys,Credit Card,Success,Standard,5.0,Late,5,No,No,42.91
CUST-BDF74135,ORD-77E2586F,Standard,Urban,Toys,Digital Wallet,Success,Standard,2.0,On Time,4,No,No,274.61
CUST-64503D6A,ORD-77E59148,Standard,Urban,Electronics,Credit Card,Success,Standard,2.6,On Time,4,No,No,1995.9
CUST-F5E523A8,ORD-77E6815D,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,2.9,On Time,5,No,No,550.38
CUST-0D5B4D00,ORD-77EBDD5D,Standard,Suburban,Toys,Credit Card,Success,Standard,1.2,On Time,5,No,No,172.36
CUST-959A3F55,ORD-77F0E97C,Standard,Urban,Clothing,Credit Card,Success,Standard,4.0,On Time,4,No,No,570.61
CUST-335380AF,ORD-77F246E1,Standard,Suburban,Electronics,Credit Card,Success,Standard,4.5,On Time,5,No,No,1565.24
CUST-BD4D0B1D,ORD-77F4C4BC,Standard,Suburban,Home,Digital Wallet,Success,Standard,3.0,On Time,5,No,No,343.31
CUST-8BF72293,ORD-77F57C57,VIP,Suburban,Toys,Bank Transfer,Success,Express,2.6,On Time,5,No,No,164.82
CUST-DDE960AF,ORD-77F6002D,Standard,Urban,Clothing,Digital Wallet,Failed,Standard,4.2,Cancelled,4,No,No,317.11
CUST-58B4D8E7,ORD-77F769DA,Standard,Urban,Clothing,Bank Transfer,Success,Standard,2.6,On Time,5,No,No,93.78
CUST-DE5E842C,ORD-77F81570,VIP,Urban,Clothing,Digital Wallet,Success,Express,2.9,On Time,3,No,No,107.31
CUST-A844CF7A,ORD-77F9B8F0,Standard,Urban,Groceries,Credit Card,Success,Standard,3.5,On Time,5,No,No,401.46
CUST-503101CD,ORD-77FA9954,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,4.0,On Time,3,No,No,2556.62
CUST-73430F50,ORD-77FC45E5,Standard,Urban,Clothing,Digital Wallet,Success,Standard,3.0,On Time,5,No,No,195.64
CUST-7E7C487E,ORD-7801A105,Standard,Rural,Electronics,Credit Card,Success,Standard,4.3,On Time,5,No,No,3310.4
CUST-28A10259,ORD-7804591B,Standard,Rural,Toys,Credit Card,Success,Standard,5.3,Late,4,No,No,125.26
CUST-75B75667,ORD-7804B360,Standard,Suburban,Electronics,Credit Card,Success,Standard,3.8,On Time,5,No,No,216.77
CUST-0B8258BC,ORD-7805106F,Standard,Urban,Toys,Digital Wallet,Success,Standard,4.5,Late,5,No,No,292.16
CUST-A9C5599A,ORD-78095EC1,Standard,Rural,Clothing,Bank Transfer,Success,Standard,4.0,On Time,5,No,No,536.34
CUST-69C38B3E,ORD-780D45C9,Premium,Urban,Toys,Digital Wallet,Success,Express,2.0,On Time,5,No,No,60.61
CUST-50FF3E12,ORD-780FED1E,Standard,Urban,Home,Digital Wallet,Success,Standard,7.0,Late,3,Yes,No,468.31
CUST-84D18AE5,ORD-7811FD3F,Standard,Urban,Clothing,Credit Card,Success,Standard,2.9,On Time,4,No,No,596.77
CUST-FDF063F7,ORD-78154DB8,VIP,Urban,Home,Credit Card,Success,Express,1.0,On Time,4,No,No,285.78
CUST-7437FA46,ORD-781A0588,Standard,Suburban,Clothing,Credit Card,Success,Standard,2.3,On Time,5,Yes,No,142.05
CUST-4D86FE9B,ORD-781DA0D9,Standard,Urban,Toys,Credit Card,Success,Standard,2.1,On Time,5,No,No,177.93
CUST-14540D32,ORD-781E1E5D,Standard,Urban,Clothing,Credit Card,Success,Standard,2.4,On Time,5,Yes,No,168.49
CUST-377C9D3D,ORD-781E2B3A,Standard,Urban,Electronics,Credit Card,Success,Standard,7.3,Late,3,No,No,3808.91
CUST-6FB0C635,ORD-781E75D8,Standard,Urban,Home,Digital Wallet,Success,Standard,4.3,On Time,4,No,No,197.77
CUST-52E8F33B,ORD-781F602C,Standard,Suburban,Home,Credit Card,Success,Standard,3.5,On Time,4,No,No,293.13
CUST-07BE2936,ORD-78214A09,Standard,Urban,Home,Digital Wallet,Success,Standard,1.0,On Time,5,No,No,1314.47
CUST-73B4E16B,ORD-782533B7,Standard,Rural,Toys,Credit Card,Success,Standard,5.6,Late,4,No,No,237.24
CUST-D0823976,ORD-78266715,Standard,Urban,Clothing,Credit Card,Success,Standard,5.6,Late,5,No,No,65.55
CUST-D0294518,ORD-78284ADF,Standard,Rural,Electronics,Credit Card,Success,Standard,3.9,On Time,5,No,No,2783.76
CUST-40F89972,ORD-782975C1,Standard,Suburban,Clothing,Credit Card,Success,Standard,5.6,Late,4,Yes,No,137.53
CUST-A2F987FC,ORD-7832D018,Standard,Rural,Toys,Digital Wallet,Success,Standard,4.6,Late,4,Yes,No,47.69
CUST-1925056F,ORD-7834CD24,Premium,Suburban,Clothing,Digital Wallet,Success,Standard,7.3,Late,4,No,No,56.72
CUST-72DF2F6C,ORD-783512F1,Standard,Rural,Clothing,Digital Wallet,Failed,Standard,5.7,Cancelled,4,No,No,42.27
CUST-5F63A50B,ORD-7835150E,Standard,Rural,Toys,Digital Wallet,Failed,Standard,6.5,Cancelled,3,No,No,60.88
CUST-DB50DF42,ORD-7838C147,Standard,Urban,Electronics,Credit Card,Success,Standard,6.6,Late,5,No,Yes,2147.19
CUST-E90DA42D,ORD-783A409C,Standard,Suburban,Toys,Credit Card,Success,Standard,3.6,On Time,4,No,No,37.67
CUST-9FB1414B,ORD-783B07E9,Standard,Urban,Clothing,Credit Card,Success,Standard,4.1,On Time,5,No,No,38.82
CUST-2CB78187,ORD-7844673F,Premium,Suburban,Electronics,Bank Transfer,Success,Express,3.9,Late,5,No,Yes,3548.32
CUST-C3ADC0B0,ORD-7848C593,Premium,Urban,Home,Credit Card,Success,Standard,3.8,On Time,4,No,No,764.61
CUST-4E29891C,ORD-78501D7D,Premium,Rural,Toys,Digital Wallet,Success,Express,3.7,Late,4,No,No,57.19
CUST-5ED1228B,ORD-7852EEAB,Standard,Rural,Electronics,Credit Card,Success,Standard,5.4,Late,4,No,Yes,1982.07
CUST-53DF3723,ORD-785BC64E,Standard,Suburban,Toys,Credit Card,Success,Standard,3.6,On Time,5,No,No,47.95
CUST-E6B9EC10,ORD-785D9C77,Standard,Rural,Groceries,Credit Card,Success,Standard,4.5,On Time,4,No,No,132.49
CUST-E660E019,ORD-78683E31,Standard,Urban,Clothing,Digital Wallet,Success,Standard,4.5,Late,5,No,No,63.19
CUST-62067967,ORD-786D837C,Standard,Urban,Clothing,Credit Card,Success,Standard,2.8,On Time,5,Yes,No,345.51
CUST-A07B4E98,ORD-786F78E6,Standard,Suburban,Groceries,Credit Card,Success,Standard,4.7,Late,4,No,No,201.13
CUST-B2A96499,ORD-7872142D,Standard,Urban,Toys,Digital Wallet,Success,Standard,2.0,On Time,5,No,No,90.17
CUST-8C1058B5,ORD-7873122C,VIP,Suburban,Clothing,Credit Card,Success,Express,2.2,On Time,5,No,No,443.47
CUST-A45C4DD5,ORD-7873C58C,Standard,Urban,Toys,Digital Wallet,Success,Standard,2.2,On Time,4,No,No,48.52
CUST-E4FA7EB1,ORD-787A2A01,Standard,Urban,Toys,Credit Card,Success,Standard,8.2,Late,3,Yes,No,298.96
CUST-D5DDB2E5,ORD-787F7D1C,Standard,Rural,Electronics,Credit Card,Success,Standard,4.6,Late,4,Yes,Yes,3722.76
CUST-F7B31ACE,ORD-787FEB9F,Premium,Urban,Home,Credit Card,Success,Express,4.9,Late,4,No,No,370.02
CUST-4D36B3E3,ORD-7880317F,Premium,Urban,Groceries,Credit Card,Failed,Express,1.0,Cancelled,5,No,No,149.12
CUST-F0B2B1D5,ORD-7880D895,Standard,Urban,Home,Digital Wallet,Success,Standard,1.7,On Time,4,No,No,495.65
CUST-A2928683,ORD-7882043B,Standard,Rural,Home,Credit Card,Success,Standard,3.5,On Time,4,No,No,45.2
CUST-89AFE702,ORD-7889B52C,Premium,Urban,Clothing,Credit Card,Success,Express,2.4,On Time,5,No,No,295.1
CUST-24296CE6,ORD-788C0DED,Premium,Urban,Home,Digital Wallet,Success,Standard,6.9,Late,4,No,No,1359.98
CUST-FC17E2BB,ORD-78917296,Standard,Suburban,Toys,Credit Card,Success,Standard,3.8,On Time,5,No,No,75.61
CUST-A685110D,ORD-78922666,Standard,Urban,Clothing,Credit Card,Success,Standard,-2.0,Late,5,No,No,418.59
CUST-DFB1EB79,ORD-7892A818,Standard,Suburban,Home,Bank Transfer,Success,Standard,5.1,On Time,5,No,No,392.22
CUST-DE629B49,ORD-7894EFC9,Standard,Urban,Toys,Digital Wallet,Success,Standard,2.8,On Time,5,No,No,228.1
CUST-4D65C63D,ORD-789807D7,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,5.3,Late,4,No,No,2534.17
CUST-DFA28FE3,ORD-789D7F63,Premium,Suburban,Electronics,Digital Wallet,Success,Express,4.1,Late,5,No,No,997.26
CUST-2E671BEA,ORD-789F7030,Standard,Urban,Toys,Bank Transfer,Success,Standard,4.7,Late,3,No,No,250.62
CUST-23EA5EF2,ORD-78A2C875,Standard,Rural,Clothing,Digital Wallet,Success,Standard,5.5,Late,4,No,No,516.1
CUST-8BA96487,ORD-78A5ADA7,Premium,Urban,Clothing,Credit Card,Success,Standard,3.2,On Time,5,No,No,98.81
CUST-461280B0,ORD-78A64DE3,Standard,Rural,Groceries,Credit Card,Success,Standard,6.4,Late,4,No,No,62.79
CUST-0B3ACFBB,ORD-78A9CF76,Premium,Urban,Home,Bank Transfer,Success,Standard,4.7,Late,5,No,No,286.18
CUST-3EBEC4CE,ORD-78B73248,VIP,Urban,Toys,Digital Wallet,Success,Express,2.4,On Time,3,No,No,19.56
CUST-D5D4338A,ORD-78B8C32B,Premium,Urban,Electronics,Digital Wallet,Success,Standard,3.4,On Time,4,No,No,452.39
CUST-6F6F1AC6,ORD-78B9DB00,Standard,Suburban,Home,Digital Wallet,Failed,Standard,4.0,Cancelled,4,No,No,940.66
CUST-D1192BAA,ORD-78BA75EF,Standard,Suburban,Clothing,Digital Wallet,Success,Standard,4.4,On Time,4,No,No,132.78
CUST-C163DE7F,ORD-78BDEAD8,VIP,Urban,Groceries,Credit Card,Success,Express,1.7,On Time,5,No,No,60.95
CUST-3B9E5718,ORD-78C22B47,Standard,Urban,Clothing,Credit Card,Success,Standard,1.3,On Time,5,No,No,39.89
CUST-30802058,ORD-78C40DF7,Standard,Suburban,Groceries,Digital Wallet,Success,Standard,2.9,On Time,5,Yes,No,107.41
CUST-A5BFE70C,ORD-78C7FD73,Standard,Rural,Electronics,Credit Card,Success,Standard,8.9,Late,3,No,No,2353.38
CUST-6A722F89,ORD-78C90322,Premium,Suburban,Clothing,Digital Wallet,Success,Standard,5.3,Late,5,No,No,680.57
CUST-D3EC7409,ORD-78CAB036,Standard,Rural,Groceries,Digital Wallet,Success,Standard,6.4,Late,4,No,No,111.81
CUST-8511F9E5,ORD-78CD6D07,Standard,Urban,Groceries,Credit Card,Success,Standard,3.6,On Time,5,No,No,94.8
CUST-75C70698,ORD-78CF8D0D,Premium,Urban,Clothing,Credit Card,Success,Express,3.8,Late,5,No,No,108.59
CUST-34E7D133,ORD-78D0AF70,Standard,Suburban,Toys,Credit Card,Success,Standard,4.2,On Time,5,No,No,83.67
CUST-860892A2,ORD-78D73E13,Standard,Urban,Electronics,Digital Wallet,Success,Standard,4.9,Late,4,No,No,849.76
CUST-F3690E7F,ORD-78DE1DA9,Standard,Urban,Home,Digital Wallet,Failed,Standard,6.2,Cancelled,4,No,No,402.67
CUST-C0B98921,ORD-78DFD5DB,Standard,Suburban,Toys,Credit Card,Success,Standard,1.8,On Time,5,No,No,159.69
CUST-C80A3383,ORD-78E1FE7E,Standard,Suburban,Electronics,Credit Card,Success,Standard,3.2,On Time,5,No,Yes,3358.55
CUST-FEA49A06,ORD-78E76FC7,Standard,Urban,Home,Digital Wallet,Failed,Standard,4.3,Cancelled,4,No,No,211.89
CUST-B47B2F4D,ORD-78E80349,Standard,Suburban,Groceries,Bank Transfer,Success,Standard,8.0,Late,3,No,No,217.35
CUST-55078E04,ORD-78EFC01D,Standard,Rural,Toys,Credit Card,Success,Standard,8.5,Late,3,No,No,134.19
CUST-96952FDD,ORD-78F03C1A,Standard,Urban,Toys,Digital Wallet,Success,Standard,2.5,On Time,5,No,No,77.73
CUST-D74EC55B,ORD-78F0E081,Standard,Urban,Groceries,Digital Wallet,Success,Standard,4.3,On Time,4,No,No,46.46
CUST-B2B3B339,ORD-78FF04F4,Standard,Suburban,Clothing,Digital Wallet,Success,Standard,2.5,On Time,5,No,No,168.31
CUST-094ABA6D,ORD-7900586A,Premium,Suburban,Groceries,Digital Wallet,Success,Standard,3.6,On Time,5,Yes,No,287.98
CUST-D4E3DE28,ORD-79067567,VIP,Rural,Groceries,Credit Card,Success,Express,5.2,Late,4,No,No,29.51
CUST-2009C0A3,ORD-79072A39,VIP,Urban,Clothing,Digital Wallet,Success,Express,1.0,On Time,5,No,No,42.88
CUST-8C373D84,ORD-7907F253,Standard,Urban,Toys,Digital Wallet,Success,Standard,4.4,On Time,5,No,No,60.38
CUST-434D1457,ORD-7908F646,Standard,Urban,Groceries,Credit Card,Success,Standard,9.1,Late,2,Yes,No,189.9
CUST-73564083,ORD-790CB11E,Premium,Urban,Clothing,Digital Wallet,Success,Standard,4.7,Late,5,No,No,183.22
CUST-921CB732,ORD-790D7BF6,VIP,Suburban,Clothing,Credit Card,Success,Express,2.3,On Time,5,No,No,74.47
CUST-1A6F33A1,ORD-7910A951,Standard,Urban,Clothing,Credit Card,Success,Standard,1.6,On Time,5,Yes,No,132.43
CUST-C832DDCA,ORD-7912A575,Standard,Rural,Toys,Bank Transfer,Success,Standard,5.0,Late,5,No,No,27.63
CUST-E1F1D2C1,ORD-7912E3B3,Standard,Rural,Electronics,Digital Wallet,Success,Standard,7.3,Late,3,No,No,1885.61
CUST-CDCA1BE1,ORD-7913AE06,Premium,Urban,Groceries,Digital Wallet,Success,Standard,5.4,Late,4,No,No,333.52
CUST-64313ED6,ORD-7914A8ED,VIP,Suburban,Toys,Bank Transfer,Success,Express,2.1,On Time,5,No,No,258.07
CUST-E9D1FB8E,ORD-79150DBC,Standard,Urban,Clothing,Digital Wallet,Success,Standard,3.7,On Time,5,No,No,431.42
CUST-5AB8850F,ORD-791A8B6C,Standard,Rural,Electronics,Credit Card,Success,Standard,5.8,Late,4,No,No,3466.86
CUST-80E7AF87,ORD-791B3C5F,Standard,Urban,Clothing,Credit Card,Failed,Standard,5.4,Cancelled,4,No,No,381.39
CUST-810411E3,ORD-791D7517,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,3.6,On Time,4,No,No,3226.74
CUST-574FB012,ORD-791DFC59,Standard,Rural,Electronics,Credit Card,Success,Standard,5.4,Late,4,No,No,698.21
CUST-779937A2,ORD-791ED336,Standard,Urban,Toys,Credit Card,Success,Standard,8.1,Late,3,No,No,32.53
CUST-64B5DA87,ORD-792427EB,Standard,Urban,Toys,Credit Card,Success,Standard,2.5,On Time,5,No,No,85.1
CUST-A8D48CB2,ORD-79250E41,Standard,Suburban,Clothing,Credit Card,Success,Standard,3.8,On Time,4,Yes,No,467.75
CUST-59034B92,ORD-7925D4D8,Premium,Urban,Clothing,Digital Wallet,Success,Standard,8.2,Late,4,No,No,112.11
CUST-0C561640,ORD-7929AEC3,Standard,Rural,Clothing,Credit Card,Success,Standard,5.4,Late,4,No,No,221.18
CUST-52875EB4,ORD-7929BCC7,Premium,Urban,Groceries,Credit Card,Success,Express,5.2,Late,4,Yes,No,272.48
CUST-C7A47684,ORD-792F594E,VIP,Urban,Home,Credit Card,Success,Express,3.6,Late,5,Yes,No,163.89
CUST-34F65E56,ORD-7935BDAB,Standard,Urban,Home,Digital Wallet,Success,Standard,6.3,Late,4,Yes,No,829.02
CUST-B6BABCD8,ORD-79396BFD,Standard,Suburban,Clothing,Credit Card,Success,Standard,2.6,On Time,5,No,No,29.19
CUST-E8711DD7,ORD-79397392,Standard,Urban,Electronics,Bank Transfer,Success,Standard,3.1,On Time,5,No,No,807.4
CUST-3B94A531,ORD-793CD7AE,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,1.2,On Time,5,No,No,553.7
CUST-E8F9331F,ORD-7940407E,Premium,Urban,Clothing,Digital Wallet,Success,Express,3.7,Late,5,Yes,No,84.04
CUST-DD085D31,ORD-7940D861,Premium,Suburban,Electronics,Bank Transfer,Success,Express,3.8,On Time,5,No,No,269.64
CUST-5332F1AD,ORD-79419606,Standard,Rural,Home,Digital Wallet,Success,Standard,4.4,On Time,4,No,No,480.92
CUST-BC186A3F,ORD-79441471,Premium,Suburban,Clothing,Digital Wallet,Success,Standard,2.1,On Time,5,No,No,75.92
CUST-70BF1C48,ORD-79495A62,Standard,Suburban,Toys,Digital Wallet,Failed,Standard,2.9,Cancelled,4,No,No,33.78
CUST-00AD7AEB,ORD-79496021,Standard,Suburban,Home,Credit Card,Success,Standard,3.8,On Time,5,No,No,448.78
CUST-5F1EBEAE,ORD-794B17B3,Standard,Suburban,Electronics,Digital Wallet,Success,Standard,4.0,On Time,4,No,No,1873.89
CUST-48684E88,ORD-794C36EF,Standard,Urban,Groceries,Bank Transfer,Success,Standard,3.0,On Time,5,No,No,419.57
CUST-8862595F,ORD-794D7FDD,Premium,Urban,Home,Digital Wallet,Success,Express,3.2,On Time,5,No,No,715.28
CUST-B917A914,ORD-794FD069,VIP,Urban,Clothing,Digital Wallet,Success,Express,6.8,Late,3,No,No,697.81
CUST-F7E78C98,ORD-7954A85D,Standard,Suburban,Toys,Digital Wallet,Success,Standard,3.9,On Time,4,No,No,156.25
CUST-9D51AFF9,ORD-795941E4,Standard,Urban,Home,Credit Card,Success,Standard,4.9,Late,5,Yes,No,707.36
CUST-B34C4285,ORD-795A708E,Standard,Suburban,Clothing,Credit Card,Success,Standard,3.1,On Time,5,No,No,113.06
CUST-6F0E6228,ORD-795B5B2A,Standard,Suburban,Clothing,Digital Wallet,Success,Standard,1.0,On Time,5,Yes,No,26.67
CUST-55F04F3D,ORD-795BD03C,Premium,Rural,Clothing,Credit Card,Success,Standard,5.2,Late,4,No,No,31.38
CUST-39B2A1B2,ORD-7963349B,Premium,Urban,Clothing,Bank Transfer,Success,Standard,2.5,On Time,5,No,No,16.53
